0	102	384
102	192	48
192	282	384
282	369	48
369	459	96
459	545	384
545	633	48
633	720	96
720	812	144
812	899	384
899	986	48
986	1074	96
1074	1168	144
1168	1262	192
1262	1356	384
1356	1444	48
1444	1533	96
1533	1618	384
1618	1703	48
1703	1790	384
1790	1878	48
1878	1966	384
1966	2056	48
2056	2148	384
2148	2235	48
2235	2321	384
2321	2406	432
2406	2490	480
2490	2577	384
2577	2665	48
2665	2747	96
2747	2834	384
2834	2918	48
2918	3003	96
3003	3089	384
3089	3172	48
3172	3257	384
3257	3343	48
3343	3428	384
3428	3514	48
3514	3596	384
3596	3681	48
3681	3762	384
3762	3846	48
3846	3928	384
3928	4013	48
4013	4098	384
4098	4183	48
4183	4268	96
4268	4354	384
4354	4437	48
4437	4525	384
4525	4613	48
4613	4699	384
4699	4786	48
4786	4872	384
4872	4957	48
4957	5043	96
5043	5129	384
5129	5212	48
5212	5296	384
5296	5380	48
5380	5474	96
5474	5559	384
5559	5644	48
5644	5725	384
5725	5807	48
5807	5890	384
5890	5972	48
5972	6054	384
6054	6136	48
6136	6217	384
6217	6298	48
6298	6384	384
6384	6470	48
6470	6570	384
6570	6662	48
6662	6747	384
6747	6835	48
6835	6921	384
6921	7009	48
7009	7092	384
7092	7177	48
7177	7261	96
7261	7348	384
7348	7433	48
7433	7517	384
7517	7605	48
7605	7690	384
7690	7781	48
7781	7867	384
7867	7953	48
7953	8039	384
8039	8126	48
8126	8213	384
8213	8295	48
8295	8380	384
8380	8466	48
8466	8552	384
8552	8639	48
8639	8723	384
8723	8807	48
8807	8889	384
8889	8971	48
8971	9057	384
9057	9141	48
9141	9228	384
9228	9313	48
9313	9398	96
9398	9484	384
9484	9567	48
9567	9651	384
9651	9735	48
9735	9818	384
9818	9903	48
9903	9988	384
9988	10074	48
10074	10160	96
10160	10239	384
10239	10326	48
10326	10410	384
10410	10495	48
10495	10579	96
10579	10673	384
10673	10754	48
10754	10838	384
10838	10922	48
10922	11007	384
11007	11086	48
11086	11169	384
11169	11254	48
11254	11340	384
11340	11427	48
11427	11526	384
11526	11614	48
11614	11701	384
11701	11787	48
11787	11874	96
11874	11957	384
11957	12044	48
12044	12128	384
12128	12213	48
12213	12298	384
12298	12383	48
12383	12466	384
12466	12553	48
12553	12638	384
12638	12732	48
12732	12817	384
12817	12904	48
12904	12988	384
12988	13073	48
13073	13156	384
13156	13239	48
13239	13324	384
13324	13409	48
13409	13494	384
13494	13577	48
13577	13664	384
13664	13754	48
13754	13842	384
13842	13932	48
13932	14029	384
14029	14193	48
14193	14298	384
14298	14387	48
14387	14475	384
14475	14561	48
14561	14653	96
14653	14738	384
14738	14826	48
14826	14911	96
14911	15002	144
15002	15091	384
15091	15174	48
15174	15272	96
15272	15396	144
15396	15575	192
15575	15754	384
15754	16330	48
