3	36	384
36	69	48
69	96	96
96	129	144
129	161	384
161	192	48
192	222	96
222	257	144
257	283	384
283	316	48
316	346	96
346	376	144
376	408	384
408	436	48
436	467	96
467	501	144
501	532	384
532	565	48
565	592	96
592	623	144
623	655	384
655	684	48
684	714	96
714	746	144
746	772	384
772	803	48
803	834	96
834	863	144
863	895	384
895	929	48
929	965	96
965	1001	144
1001	1032	384
1032	1063	48
1063	1093	96
1093	1125	144
1125	1155	384
1155	1186	48
1186	1214	96
1214	1247	144
1247	1275	384
1275	1306	48
1306	1336	96
1336	1367	144
1367	1398	384
1398	1427	48
1427	1457	96
1457	1492	144
1492	1523	384
1523	1555	48
1555	1581	96
1581	1613	144
1613	1645	384
1645	1676	48
1676	1704	96
1704	1737	144
1737	1763	384
1763	1796	48
1796	1826	96
1826	1857	144
1857	1888	384
1888	1921	48
1921	1956	96
1956	1989	144
1989	2018	384
2018	2048	48
2048	2077	96
2077	2110	144
2110	2139	384
2139	2168	48
2168	2199	96
2199	2230	144
2230	2260	384
2260	2289	48
2289	2320	96
2320	2350	144
2350	2378	384
2378	2407	48
2407	2436	96
2436	2469	144
2469	2497	384
2497	2528	48
2528	2558	96
2558	2589	144
2589	2617	384
2617	2646	48
2646	2677	96
2677	2706	144
2706	2735	384
2735	2766	48
2766	2796	96
2796	2828	144
2828	2856	384
2856	2885	48
2885	2914	96
2914	2945	144
2945	2974	384
2974	3001	48
3001	3030	96
3030	3059	144
3059	3087	384
3087	3117	48
3117	3147	96
3147	3178	144
3178	3204	384
3204	3235	48
3235	3265	96
3265	3296	144
3296	3323	384
3323	3360	48
3360	3395	96
3395	3433	144
3433	3465	384
3465	3497	48
3497	3525	96
3525	3555	144
3555	3586	384
3586	3617	48
3617	3644	96
3644	3678	144
3678	3706	384
3706	3736	48
3736	3768	96
3768	3797	144
3797	3827	384
3827	3856	48
3856	3887	96
3887	3920	144
3920	3950	384
3950	3980	48
3980	4009	96
4009	4038	144
4038	4068	384
4068	4097	48
4097	4124	96
4124	4156	144
4156	4183	384
4183	4214	48
4214	4244	96
4244	4273	144
4273	4304	384
4304	4340	48
4340	4376	96
4376	5027	144
