2	66	384
66	130	48
130	194	96
194	259	144
259	322	384
322	386	48
386	450	96
450	514	144
514	577	384
577	640	48
640	703	96
703	767	144
767	831	384
831	895	48
895	959	96
959	1024	144
1024	1087	384
1087	1151	48
1151	1215	96
1215	1279	144
1279	1342	384
1342	1406	48
1406	1470	96
1470	1534	144
1534	1597	384
1597	1661	48
1661	1724	96
1724	1788	144
1788	1852	384
1852	1916	48
1916	1980	96
1980	2045	144
2045	2108	384
2108	2172	48
2172	2236	96
2236	2300	144
2300	2364	384
2364	2428	48
2428	2492	96
2492	2556	144
2556	2619	384
2619	2683	48
2683	2746	96
2746	2810	144
2810	2875	384
2875	2940	48
2940	3005	96
3005	3071	144
3071	3133	384
3133	3196	48
3196	3258	96
3258	3321	144
3321	3385	384
3385	3449	48
3449	3513	96
3513	3577	144
3577	3641	384
3641	3705	48
3705	3769	96
3769	3833	144
3833	3896	384
3896	3960	48
3960	4023	96
4023	4087	144
4087	4150	384
4150	4214	48
4214	4278	96
4278	4342	144
4342	4406	384
4406	4470	48
4470	4534	96
4534	4598	144
4598	4661	384
4661	4725	48
4725	4789	96
4789	4853	144
4853	4917	384
4917	4981	48
4981	5045	96
5045	5109	144
5109	5172	384
5172	5236	48
5236	5300	96
5300	5364	144
5364	5428	384
5428	5492	48
5492	5556	96
5556	5620	144
5620	5683	384
5683	5747	48
5747	5810	96
5810	5874	144
5874	5937	384
5937	6001	48
6001	6065	96
6065	6129	144
6129	6193	384
6193	6257	48
6257	6321	96
6321	6386	144
6386	6449	384
6449	6513	48
6513	6577	96
6577	6641	144
6641	6704	384
6704	6768	48
6768	6832	96
6832	6896	144
6896	6959	384
6959	7023	48
7023	7087	96
7087	7151	144
7151	7215	384
7215	7279	48
7279	7343	96
7343	7407	144
7407	7470	384
7470	7533	48
7533	7596	96
7596	7659	144
7659	7723	384
7723	7787	48
7787	7851	96
7851	7915	144
7915	7979	384
7979	8043	48
8043	8107	96
8107	8171	144
8171	8235	384
8235	8300	48
8300	8364	96
8364	8429	144
8429	8492	384
8492	8555	48
8555	8618	96
8618	8682	144
8682	8745	384
8745	8809	48
8809	8873	96
8873	8937	144
8937	9000	384
9000	9064	48
9064	9128	96
9128	9192	144
9192	9254	384
9254	9316	48
9316	9378	96
9378	9441	144
9441	9505	384
9505	9570	48
9570	9635	96
9635	9700	144
9700	9764	384
9764	9828	48
9828	9892	96
9892	9956	144
9956	10020	384
10020	10085	48
10085	10149	96
10149	10214	144
10214	10277	384
10277	10341	48
10341	10405	96
10405	10469	144
10469	10533	384
10533	10597	48
10597	10661	96
10661	10725	144
10725	10788	384
10788	10852	48
10852	10916	96
10916	10980	144
10980	11044	384
11044	11108	48
11108	11172	96
11172	11237	144
11237	11300	384
11300	11364	48
11364	11427	96
11427	11491	144
11491	11555	384
11555	11619	48
11619	11683	96
11683	11747	144
11747	11810	384
11810	11874	48
11874	11938	96
11938	12002	144
12002	12066	384
12066	12130	48
12130	12194	96
12194	12258	144
12258	12321	384
12321	12385	48
12385	12449	96
12449	12513	144
12513	12575	384
12575	12638	48
12638	12701	96
12701	12764	144
12764	12829	384
12829	12894	48
12894	12959	96
12959	13024	144
13024	13087	384
13087	13151	48
13151	13215	96
13215	13279	144
13279	13342	384
13342	13406	48
13406	13470	96
13470	13534	144
13534	13597	384
13597	13661	48
13661	13725	96
13725	13789	144
13789	13852	384
13852	13915	48
13915	13978	96
13978	14041	144
14041	14105	384
14105	14170	48
14170	14235	96
14235	14300	144
14300	14363	384
14363	14427	48
14427	14490	96
14490	14554	144
14554	14618	384
14618	14682	48
14682	14746	96
14746	14811	144
14811	14874	384
14874	14938	48
14938	15001	96
15001	15065	144
15065	15129	384
15129	15193	48
15193	15257	96
15257	15322	144
15322	15385	384
15385	15449	48
15449	15513	96
15513	15577	144
15577	15640	384
15640	15704	48
15704	15768	96
15768	15832	144
15832	15895	384
15895	15959	48
15959	16023	96
16023	16087	144
16087	16151	384
16151	16215	48
16215	16279	96
16279	16343	144
16343	16406	384
16406	16470	48
16470	16534	96
16534	16598	144
16598	16661	384
16661	16725	48
16725	16788	96
16788	16852	144
16852	16916	384
16916	16980	48
16980	17044	96
17044	17108	144
17108	17172	384
17172	17236	48
17236	17300	96
17300	17364	144
17364	17427	384
17427	17490	48
17490	17553	96
17553	17616	144
17616	17679	384
17679	17742	48
17742	17805	96
17805	17868	144
17868	17931	384
17931	17994	48
17994	18057	96
18057	18121	144
18121	18186	384
18186	18252	48
18252	18318	96
18318	18384	144
18384	18448	384
18448	18513	48
18513	18578	96
18578	18643	144
18643	18706	384
18706	18769	48
18769	18832	96
18832	18896	144
18896	18959	384
18959	19023	48
19023	19087	96
19087	19151	144
19151	19215	384
19215	19279	48
19279	19343	96
19343	19408	144
19408	19471	384
19471	19535	48
19535	19599	96
19599	19663	144
19663	19726	384
19726	19790	48
19790	19854	96
19854	19918	144
19918	19981	384
19981	20044	48
20044	20107	96
20107	20170	144
20170	20234	384
20234	20298	48
20298	20362	96
20362	20427	144
20427	20491	384
20491	20555	48
20555	20619	96
20619	20684	144
20684	20748	384
20748	20812	48
20812	20876	96
20876	20940	144
20940	21003	384
21003	21066	48
21066	21129	96
21129	21193	144
21193	21257	384
21257	21321	48
21321	21385	96
21385	21449	144
21449	21513	384
21513	21577	48
21577	21641	96
21641	21705	144
21705	21769	384
21769	21833	48
21833	21897	96
21897	21961	144
21961	22024	384
22024	22088	48
22088	22152	96
22152	22216	144
22216	22280	384
22280	22344	48
22344	22408	96
22408	22472	144
22472	22535	384
22535	22598	48
22598	22661	96
22661	22725	144
22725	22789	384
22789	22853	48
22853	22917	96
22917	22982	144
22982	23045	384
23045	23109	48
23109	23173	96
23173	23237	144
23237	23300	384
23300	23364	48
23364	23428	96
23428	23492	144
23492	23555	384
23555	23619	48
23619	23683	96
23683	23747	144
23747	23810	384
23810	23874	48
23874	23938	96
23938	24002	144
24002	24065	384
24065	24128	48
24128	24191	96
24191	24254	144
24254	24318	384
24318	24383	48
24383	24448	96
24448	24513	144
24513	24577	384
24577	24641	48
24641	24705	96
24705	24769	144
24769	24832	384
24832	24896	48
24896	24959	96
24959	25022	144
25022	25086	384
25086	25151	48
25151	25214	96
25214	25277	144
25277	25342	384
25342	25407	48
25407	25471	96
25471	25534	144
25534	25597	384
25597	25661	48
25661	25725	96
25725	25789	144
25789	25852	384
25852	25916	48
25916	25980	96
25980	26044	144
26044	26108	384
26108	26172	48
26172	26236	96
26236	26300	144
26300	26363	384
26363	26427	48
26427	26491	96
26491	26555	144
26555	26618	384
26618	26682	48
26682	26746	96
26746	26810	144
26810	26873	384
26873	26936	48
26936	26999	96
26999	27063	144
27063	27128	384
27128	27193	48
27193	27258	96
27258	27323	144
27323	27386	384
27386	27450	48
27450	27513	96
27513	27577	144
27577	27640	384
27640	27703	48
27703	27766	96
27766	27830	144
27830	27894	384
27894	27958	48
27958	28022	96
28022	28087	144
28087	28151	384
28151	28215	48
28215	28279	96
28279	28343	144
28343	28406	384
28406	28470	48
28470	28533	96
28533	28597	144
28597	28661	384
28661	28725	48
28725	28789	96
28789	28854	144
28854	28918	384
28918	28982	48
28982	29046	96
29046	29110	144
29110	29173	384
29173	29236	48
29236	29299	96
29299	29363	144
29363	29426	384
29426	29490	48
29490	29554	96
29554	29618	144
29618	29682	384
29682	29746	48
29746	29810	96
29810	29873	144
29873	29939	384
29939	30003	48
30003	30065	96
30065	30128	144
30128	30191	384
30191	30256	48
30256	30320	96
30320	30380	144
30380	30448	384
30448	30512	48
30512	30575	96
30575	30635	144
30635	30995	384
